DOMAIN	CLUSTER
catholicdevotions.info	Campaign_B
catholichierarchy.org	Campaign_B
catnames.info	Campaign_B
cats6.com	Campaign_B
catspage.com	Campaign_B
cavita.net	Campaign_B
cavote.org	Campaign_B
cbhk.org	Campaign_B
cborder.info	Campaign_B
cbseboardresults.com	Campaign_B
cbsmagazine.com	Campaign_B
cbsmorning.com	Campaign_B
cbssportslines.com	Campaign_B
cccomcast.net	Campaign_B
cchfhrestore.org	Campaign_B
cctv-camera.info	Campaign_B
ccyfstaging.org	Campaign_B
cdnmediafire.com	Campaign_B
cecoc.info	Campaign_B
cefcostore.com	Campaign_B
cejam.org	Campaign_B
celador.org	Campaign_B
celebof.info	Campaign_B
celebrityrehabvh1.com	Campaign_B
celebspress.info	Campaign_B
cellbytes.info	Campaign_B
cellchurch.info	Campaign_B
cenegage.com	Campaign_B
centenialsd.org	Campaign_B
centeralops.net	Campaign_B
centercreditbank.com	Campaign_B
centip.info	Campaign_B
centraldownloads.org	Campaign_B
centrebodhicitta.org	Campaign_B
centrocristianonuevavision.org	Campaign_B
centromedicobenfica.com	Campaign_B
centroseducativosaragon.org	Campaign_B
century21pattysnell.com	Campaign_B
ceparts.info	Campaign_B
ceprovi.org	Campaign_B
cervesaaguila.com	Campaign_B
cftr.info	Campaign_B
cgiclass.info	Campaign_B
chainblock.info	Campaign_B
chando.org	Campaign_B
channelfurfing.net	Campaign_B
channelinternational.org	Campaign_B
channelmyamar.org	Campaign_B
channelmyanmr.org	Campaign_B
chaperraldodge.com	Campaign_B
chastfriends.com	Campaign_B
chat3at.com	Campaign_B
chatgratis.org	Campaign_B
chatmanager.info	Campaign_B
chatodel.com	Campaign_B
chatstory.info	Campaign_B
chatynaprenajom.info	Campaign_B
chavara.info	Campaign_B
cheapbargains.org	Campaign_B
cheapdisneylandtickets.com	Campaign_B
cheapjewellery.info	Campaign_B
cheburashka-bg.com	Campaign_B
checkaround.info	Campaign_B
checkbookstore.info	Campaign_B
chefscataog.com	Campaign_B
chemistry.co.il	Campaign_B
chequamegonbay.info	Campaign_B
cheving.org	Campaign_B
chevrolret.com	Campaign_B
chezchav.com	Campaign_B
chicasdeldeseo.com	Campaign_B
chickafila.com	Campaign_B
chiefscatalog.com	Campaign_B
chijolqp.com	Campaign_B
chikarhythm.info	Campaign_B
childrensclothes.org	Campaign_B
child-top-models.com	Campaign_B
chimilia.com	Campaign_B
china-r8.com	Campaign_B
chinkov.info	Campaign_B
chipcharts.info	Campaign_B
chittumyotaw.com	Campaign_B
chmlqa.info	Campaign_B
choirfestivals.info	Campaign_B
chomon123.info	Campaign_B
christiantraditions.info	Campaign_B
christofortube.info	Campaign_B
christopherpallett.com	Campaign_B
chromeheartssale.org	Campaign_B
chryslercareer.com	Campaign_B
chryslercocars.com	Campaign_B
chryslerretiree.com	Campaign_B
chuanda22.info	Campaign_B
chukiecheeses.com	Campaign_B
ciadomovel.com	Campaign_B
cifacanada.com	Campaign_B
cifroscan.info	Campaign_B
cift.info	Campaign_B
cigtibank.com	Campaign_B
cineblog1.net	Campaign_B
cinema30nama.org	Campaign_B
cinemaclut.com	Campaign_B
cinemano.info	Campaign_B
cinemaspecial.info	Campaign_B
cinemax3satu.com	Campaign_B
cinetr.net	Campaign_B
cinselegitim.info	Campaign_B
ciprusoffshorecegalapitas.info	Campaign_B
circa-dev.com	Campaign_B
circet.net	Campaign_B
circus-kaiser.info	Campaign_B
cirsuitcity.com	Campaign_B
citadelbank.com	Campaign_B
citymark-hotel.com	Campaign_B
cityofpearland.org	Campaign_B
citzensfirstbank.com	Campaign_B
ciwei11.info	Campaign_B
claremontoyota.com	Campaign_B
clarianfederalcreditunion.com	Campaign_B
clarkmotorco.com	Campaign_B
cleaverbot.com	Campaign_B
cleomeds.com	Campaign_B
cleopatraceramic.com	Campaign_B
clienteacesso.info	Campaign_B
clienteconta.info	Campaign_B
clinup.info	Campaign_B
cloud9tv.info	Campaign_B
cloudsecuritybenefits.info	Campaign_B
clubedabuceta.net	Campaign_B
cluberiosul.com	Campaign_B
clubnitendo.com	Campaign_B
clud-nintendo.com	Campaign_B
clup-nintendo.com	Campaign_B
cnnhereos.com	Campaign_B
cobraelect.com	Campaign_B
coc-resources.org	Campaign_B
cocyoo.info	Campaign_B
coddycummings.com	Campaign_B
coiniverse.info	Campaign_B
cokeshare.com	Campaign_B
col3hd.info	Campaign_B
coleccionismo.net	Campaign_B
colegiolosproceres.com	Campaign_B
colomarq.com	Campaign_B
coloradomesa.org	Campaign_B
comanav.com	Campaign_B
community-baptist.net	Campaign_B
comodityface.com	Campaign_B
comomontarumblog.com	Campaign_B
complementairesantetotal.com	Campaign_B
comtribappinchat.com	Campaign_B
concertandco.info	Campaign_B
congreso2018.org	Campaign_B
congthucnauan.info	Campaign_B
consolasportatiles.info	Campaign_B
consulcambra.com	Campaign_B
continentaql.com	Campaign_B
controllfreak.com	Campaign_B
coolsoftwaredownloads.com	Campaign_B
coopar.com	Campaign_B
copertura.info	Campaign_B
corazonessolitarios.com	Campaign_B
corelmediaone.com	Campaign_B
corewiki.info	Campaign_B
coscousa.com	Campaign_B
costcocreditcard.com	Campaign_B
counselorreality.com	Campaign_B
coupons-code.org	Campaign_B
cpursera.org	Campaign_B
craftback.net	Campaign_B
craiglistclassifieds.com	Campaign_B
craigslisthousing.com	Campaign_B
crash.co.il	Campaign_B
crateandabrrel.com	Campaign_B
crazy49.com	Campaign_B
crazzymovies.com	Campaign_B
creativenailplace.com	Campaign_B
creativethink.info	Campaign_B
creditcardlabonline.com	Campaign_B
crewbuxonline.com	Campaign_B
cricket-365info.com	Campaign_B
crickvideo.com	Campaign_B
crictym.com	Campaign_B
critters360.com	Campaign_B
crossdressex.com	Campaign_B
crosspowerchurch.org	Campaign_B
crtaci.info	Campaign_B
cryptocoiners.net	Campaign_B
cryptoluc.org	Campaign_B
crystallakechryslerjeep.com	Campaign_B
cubangbak.info	Campaign_B
cuishijx.info	Campaign_B
cuisineravecphiladelphia.com	Campaign_B
cuk72ur1lau.info	Campaign_B
cumoverload.com	Campaign_B
cumpusa.com	Campaign_B
cupofteacafe.com	Campaign_B
cursoinglesonline.net	Campaign_B
customcardtable.com	Campaign_B
cybeewebsms.com	Campaign_B
cyclingcloseouts.com	Campaign_B
cyjycu.info	Campaign_B
cyklisticke-oblecenie.info	Campaign_B
daewooelectronics.com	Campaign_B
dagfart.com	Campaign_B
daildaily.com	Campaign_B
dailystrenght.org	Campaign_B
dallascountyvote.org	Campaign_B
damplibs.com	Campaign_B
daneuibi.info	Campaign_B
danieleftv.com	Campaign_B
danielsjewlery.com	Campaign_B
dapurminimalisku.info	Campaign_B
dark-sky.org	Campaign_B
databenefits.info	Campaign_B
data-recovery.info	Campaign_B
dating.org.il	Campaign_B
datingfails.org	Campaign_B
davadergi.org	Campaign_B
davidscouri.co.il	Campaign_B
dclottery.org	Campaign_B
ddl-musik.com	Campaign_B
ddoge.com	Campaign_B
deadfamous.info	Campaign_B
dearbornsoccer.org	Campaign_B
dearmybeauty.com	Campaign_B
deceptiveengineering.com	Campaign_B
declaration-dsn.info	Campaign_B
decoratingwithlaceoutlet.com	Campaign_B
deflorazione.com	Campaign_B
delawareonlie.com	Campaign_B
delhicallgirls.info	Campaign_B
dellsouth.net	Campaign_B
delowski.com	Campaign_B
deltadentialia.com	Campaign_B
deltasays.info	Campaign_B
deluxiadragos.com	Campaign_B
dema5.com	Campaign_B
denahrumah.org	Campaign_B
denunciajeans.com	Campaign_B
dep-tube.info	Campaign_B
derct.com	Campaign_B
desertmooncafe.com	Campaign_B
desimarthini.com	Campaign_B
desingshopoutlet.com	Campaign_B
deutztractor.com	Campaign_B
developmentideas.info	Campaign_B
devki.info	Campaign_B
devojkesrbija.info	Campaign_B
dhalk.com	Campaign_B
dhanels.com	Campaign_B
dharmadownloads.info	Campaign_B
diamonresorts.com	Campaign_B
diarioregistrdo.com	Campaign_B
dicksporrtinggoods.com	Campaign_B
dictortionary.com	Campaign_B
dietadaproteina.info	Campaign_B
diff.info	Campaign_B
digitalkunst.info	Campaign_B
digitalminimalism.org	Campaign_B
digiwavetechnologies.com	Campaign_B
dilbilgisi.info	Campaign_B
dileapeyless.com	Campaign_B
dilendeau.com	Campaign_B
directincome.info	Campaign_B
directory100.info	Campaign_B
directory2010.info	Campaign_B
directvtotalreward.com	Campaign_B
dirtyvideos.org	Campaign_B
disableplanet.com	Campaign_B
discerningcitizen.org	Campaign_B
discountedvehicledeal.info	Campaign_B
discounttirewarehouse.org	Campaign_B
discovercreditcards.org	Campaign_B
discoverysummit.org	Campaign_B
dises.info	Campaign_B
disipapa.com	Campaign_B
disiringgod.org	Campaign_B
disneiplatino.com	Campaign_B
disneneylatino.com	Campaign_B
disney2.com	Campaign_B
disneyagentesdeviaje.com	Campaign_B
disneycarees.com	Campaign_B
disneychannanel.com	Campaign_B
disneychany.com	Campaign_B
disneycruie.com	Campaign_B
disneydx.com	Campaign_B
disneylivingonline.com	Campaign_B
disneymoviecllub.com	Campaign_B
disneypchannel.com	Campaign_B
disneyprinses.com	Campaign_B
disneytino.com	Campaign_B
disnybooks.com	Campaign_B
disountvitashop.com	Campaign_B
display-systems.info	Campaign_B
dispunt.info	Campaign_B
disquedurinterne.info	Campaign_B
distanceannauniv.org	Campaign_B
distroyer.com	Campaign_B
ditme.net	Campaign_B
divineprovince.org	Campaign_B
divingbooks.info	Campaign_B
divokekmeny.com	Campaign_B
dixiatongdao23.info	Campaign_B
diyarbakirescortbayan.org	Campaign_B
diyarbakirhaber.info	Campaign_B
diydesign.org	Campaign_B
diynailsgallery.info	Campaign_B
djiboutiplan.org	Campaign_B
djibouti-plan.org	Campaign_B
dj-maza.info	Campaign_B
djmixerstudio.com	Campaign_B
djq5p.info	Campaign_B
djsandeep.info	Campaign_B
dk-law.co.il	Campaign_B
dlhimvz.info	Campaign_B
dllr.org	Campaign_B
dlskits.info	Campaign_B
dm-sale.info	Campaign_B
dmsiitism.info	Campaign_B
dmvaz.org	Campaign_B
dofloration.com	Campaign_B
dogecoinfaucets.info	Campaign_B
dogfoodanaylisis.com	Campaign_B
doggiepot.com	Campaign_B
dogmelon.com	Campaign_B
dog-training-online.info	Campaign_B
dogvideoclub.net	Campaign_B
dohqms.org	Campaign_B
dolalrgeneral.com	Campaign_B
dolce-vita.org	Campaign_B
dolisosamerica.com	Campaign_B
dollarental.com	Campaign_B
dollartreeapplication.org	Campaign_B
dollhousebetty.com	Campaign_B
doloresaseza.info	Campaign_B
domainsworld.info	Campaign_B
domalt.info	Campaign_B
dombitut.info	Campaign_B
dominatrixwhip.com	Campaign_B
domino-english.com	Campaign_B
domnisoarele.info	Campaign_B
domowefinanse.info	Campaign_B
domowybudzet.info	Campaign_B
domvideo.org	Campaign_B
donatebbs.org	Campaign_B
doners.org	Campaign_B
donquixotesmusic.info	Campaign_B
doolargpt.com	Campaign_B
doovids.org	Campaign_B
dorpbox.com	Campaign_B
dota-hotkeys.com	Campaign_B
dotnemania.com	Campaign_B
doubleleafwigs.com	Campaign_B
dovewebsite.com	Campaign_B
downandroid.com	Campaign_B
downclub.info	Campaign_B
downloadcricketgamesforfree.com	Campaign_B
downloadisonow.org	Campaign_B
download-youtube-videos.org	Campaign_B
dp-generator.org	Campaign_B
dpsid.org	Campaign_B
dragonballzburstlimit.com	Campaign_B
dragones.info	Campaign_B
dramfire.info	Campaign_B
drampic.info	Campaign_B
drasticdsemulatorapk.info	Campaign_B
drbrambedkarcollege.org	Campaign_B
drdasangli.com	Campaign_B
dreambathinternational.com	Campaign_B
dreaming-girls.net	Campaign_B
dreammoviesd.com	Campaign_B
dreams.org.il	Campaign_B
dreamwdith.org	Campaign_B
dresupgirll.com	Campaign_B
drfuhman.com	Campaign_B
drivelicense.net	Campaign_B
driversddirect.com	Campaign_B
drivertexas.org	Campaign_B
drleeuk.com	Campaign_B
droobox.com	Campaign_B
dropboix.com	Campaign_B
dropbopx.com	Campaign_B
dropgox.com	Campaign_B
dropsendit.com	Campaign_B
drpciv.info	Campaign_B
drpopbox.com	Campaign_B
drudgereport.org	Campaign_B
druggarfamily.com	Campaign_B
dsineycruise.com	Campaign_B
dslinstallationbellsouth.net	Campaign_B
dsptraining.org	Campaign_B
dtw-zelte.com	Campaign_B
duaxiembentre.info	Campaign_B
dubbedanimeonline.org	Campaign_B
duftzwillinge.org	Campaign_B
duniasatwa.com	Campaign_B
dunkelnacht.info	Campaign_B
dunnchevyolds.com	Campaign_B
dutchesscommunitycollege.com	Campaign_B
dvsfta.com	Campaign_B
dvtpal.com	Campaign_B
dynomat.com	Campaign_B
earlyshowcbsnews.com	Campaign_B
earn24hours.info	Campaign_B
eastlacollege.org	Campaign_B
easydatingpersonal.com	Campaign_B
easymobilerecharg.com	Campaign_B
ebcheckgreyhound.com	Campaign_B
ebi-telku-rakom-hd.info	Campaign_B
ebookmarketing4u.com	Campaign_B
ebooksecurso.info	Campaign_B
ecc-biz.com	Campaign_B
echoroukonline.net	Campaign_B
ecollage.info	Campaign_B
ectiry.info	Campaign_B
ecubit.org	Campaign_B
edeits.com	Campaign_B
edgeinsight.org	Campaign_B
edgentry.info	Campaign_B
editarfoto.com	Campaign_B
editomanga.info	Campaign_B
edtub.com	Campaign_B
edyoungblog.info	Campaign_B
efinancialcareers.co.il	Campaign_B
egmass-tech.com	Campaign_B
egriszallas.info	Campaign_B
egyptyair.com	Campaign_B
eifgaz.info	Campaign_B
einthusn.com	Campaign_B
eisenhoweracademy.org	Campaign_B
ejabah.info	Campaign_B
ekowiyono001.com	Campaign_B
elaspot.info	Campaign_B
eldiarioinformacion.com	Campaign_B
elementsdayspasalon.com	Campaign_B
eleyourself.com	Campaign_B
elfontheself.com	Campaign_B
elibrarie.net	Campaign_B
elitecaliscorts.com	Campaign_B
ellenfaber.info	Campaign_B
elliottchevroletcadillac.com	Campaign_B
ellissland.org	Campaign_B
elmokhtabar.com	Campaign_B
elmundodelasterapias.com	Campaign_B
elsitiofeliz.com	Campaign_B
eltt.info	Campaign_B
elyuom7.com	Campaign_B
emachines.net	Campaign_B
email-verify.org	Campaign_B
ematations.com	Campaign_B
emblemsales.org	Campaign_B
emlakmarketi.org	Campaign_B
emperorguesthouse.com	Campaign_B
empregosbr.info	Campaign_B
endoftheworld22.com	Campaign_B
endofworld44.com	Campaign_B
energybrokerconsultants.com	Campaign_B
engineerera.org	Campaign_B
engineersrule.org	Campaign_B
englishseak.com	Campaign_B
entjungfert.org	Campaign_B
entraide-fibromyalgie-ouest.com	Campaign_B
entrepreneurship-courses.info	Campaign_B
epdk.org	Campaign_B
epilator.info	Campaign_B
epixeiro.info	Campaign_B
epowerchargerboosters.com	Campaign_B
erik-prautsch.com	Campaign_B
erinburnett.info	Campaign_B
escoladebelezaoasis.com	Campaign_B
escortpunterforum.com	Campaign_B
esdabux.info	Campaign_B
eseriados.com	Campaign_B
eshopcards.org	Campaign_B
esicjharkhand.org	Campaign_B
es-investmens.com	Campaign_B
eskime.com	Campaign_B
eskimovids.com	Campaign_B
esoboutic.com	Campaign_B
espalhaai.com	Campaign_B
espeedteste.net	Campaign_B
esperiabg.info	Campaign_B
espiritoequestre.com	Campaign_B
espncriciinfo.com	Campaign_B
espnfootball.com	Campaign_B
estacionesnauticas.info	Campaign_B
estadosyfinanzas.info	Campaign_B
etarin.info	Campaign_B
etebento.com	Campaign_B
e-travell.info	Campaign_B
etvteluguindia.com	Campaign_B
eucossa.org	Campaign_B
eurocardsharing.info	Campaign_B
euro-portal.net	Campaign_B
evgrid.info	Campaign_B
evistaprint.com	Campaign_B
evmaps.info	Campaign_B
evserver01.com	Campaign_B
ewtovox.info	Campaign_B
exathum.com	Campaign_B
exoticelements3.org	Campaign_B
expatsxcz.com	Campaign_B
expresscameras.com	Campaign_B
expressfame.info	Campaign_B
exramath.org	Campaign_B
exszakasz.com	Campaign_B
extraff.info	Campaign_B
extreemprivate.com	Campaign_B
fabrioptica-fabricadeoculos.com	Campaign_B
fabulousheejabboutique.com	Campaign_B
faceinholecom.com	Campaign_B
fachebok.com	Campaign_B
facilpa.com	Campaign_B
factsaboutarmenia.info	Campaign_B
faetec.org	Campaign_B
fagottrohr.info	Campaign_B
fairfieldgetaways.com	Campaign_B
faishonara.com	Campaign_B
faithfarmministries.org	Campaign_B
fakeer.info	Campaign_B
falesubway.com	Campaign_B
familiengarten.info	Campaign_B
familyfeudgames.com	Campaign_B
familyresourcemanagement.org	Campaign_B
familysesrch.org	Campaign_B
fanserials.info	Campaign_B
fantasyrole.org	Campaign_B
fantasy-world.org	Campaign_B
farebot.info	Campaign_B
farmcum.com	Campaign_B
far-way.info	Campaign_B
fas7.info	Campaign_B
fastfixjewelry.info	Campaign_B
fastmp3player.com	Campaign_B
fasttvseries.com	Campaign_B
fasva.org	Campaign_B
fatimatajopur.org	Campaign_B
fazu.info	Campaign_B
fbomber.org	Campaign_B
fcechina.org	Campaign_B
fd1yu513tr.info	Campaign_B
fdjeaux.com	Campaign_B
feelmetube.com	Campaign_B
feelztoys.info	Campaign_B
feitopropaganda.com	Campaign_B
fendistore.com	Campaign_B
fengge18.info	Campaign_B
fennresearch.org	Campaign_B
ferarristore.com	Campaign_B
ferdos.info	Campaign_B
feterouge.info	Campaign_B
fewo-lenk.info	Campaign_B
ffa-grants.org	Campaign_B
ffdiwo.info	Campaign_B
ff-model.com	Campaign_B
fftexas.com	Campaign_B
ffy4.info	Campaign_B
fgjjicx.info	Campaign_B
fhafearrington.org	Campaign_B
fhzhsu.info	Campaign_B
fianallyfast.com	Campaign_B
fiazm.com	Campaign_B
ficacreditreport.com	Campaign_B
fidelitynetbenefits.org	Campaign_B
fiesfacil.org	Campaign_B
fiestasa.org	Campaign_B
fifanta.com	Campaign_B
fifastree3.com	Campaign_B
fifastreets3.com	Campaign_B
filecraft.org	Campaign_B
filedeistorie.info	Campaign_B
filieregourmande.info	Campaign_B
filmesonlinegratishd.org	Campaign_B
filmha2.org	Campaign_B
filmhot.org	Campaign_B
filmix.info	Campaign_B
film-izle.org	Campaign_B
filmsemi.info	Campaign_B
filmsemi21.info	Campaign_B
filmsxs.com	Campaign_B
filmyonlinezadarmo.org	Campaign_B
filoso.info	Campaign_B
finalfantasy12.org	Campaign_B
finalltfast.com	Campaign_B
financialnewsnow.info	Campaign_B
findattorneylawyers.info	Campaign_B
findboat.info	Campaign_B
findesexfriend.info	Campaign_B
findmadelaine.com	Campaign_B
findsynology.com	Campaign_B
findtopautoaccidentattorney.info	Campaign_B
fingersgames.com	Campaign_B
finishlineshoe.com	Campaign_B
finleyweb.net	Campaign_B
fiowertucci.com	Campaign_B
firasatmimpi.info	Campaign_B
firmenindex.info	Campaign_B
firmware-all.info	Campaign_B
firstamabank.com	Campaign_B
firstbankscard.com	Campaign_B
firstchurchankeny.org	Campaign_B
firstliberybank.com	Campaign_B
firstnatiionalbank.com	Campaign_B
firstpreston.org	Campaign_B
fishdetails.info	Campaign_B
fishinginisrael.info	Campaign_B
fit5.info	Campaign_B
fitnessfast.info	Campaign_B
fiverthirtyeight.com	Campaign_B
fixtureperfect.info	Campaign_B
fjsdkfjsdjfksjfsdf.com	Campaign_B
flashpallete.com	Campaign_B
flashplayerdownloadcenter.com	Campaign_B
flashstars.org	Campaign_B
flashyguys.com	Campaign_B
fleecebewithyou.info	Campaign_B
fleetwoodlifeboat.org	Campaign_B
flexdev.info	Campaign_B
flex-tech.info	Campaign_B
flightnework.com	Campaign_B
fliperaminha.com	Campaign_B
flippty.net	Campaign_B
flirtaumilf.info	Campaign_B
flirthub.info	Campaign_B
flirtic.info	Campaign_B
flixzone.info	Campaign_B
floexclusivo.com	Campaign_B
floridabuildingcode.org	Campaign_B
flouwhot.net	Campaign_B
flowertuccl.com	Campaign_B
flrministry.org	Campaign_B
flutterbyfields.net	Campaign_B
flv2mp3.info	Campaign_B
flydenver.org	Campaign_B
flyingvintage.com	Campaign_B
flymyairnigeria.com	Campaign_B
flypgy.com	Campaign_B
fmc4me.org	Campaign_B
fmsdpzg.org	Campaign_B
fmwold.com	Campaign_B
folove.info	Campaign_B
fondationmacaya.org	Campaign_B
fontedeaguadecorativa.org	Campaign_B
foodcoop.org	Campaign_B
foodfanaticsfb.org	Campaign_B
foodfresh.info	Campaign_B
foodnetworkrachelray.com	Campaign_B
foodski.com	Campaign_B
footageshots.com	Campaign_B
footballalive.org	Campaign_B
footmercato365.info	Campaign_B
foottytube.com	Campaign_B
forandagainst.info	Campaign_B
forcloserradar.com	Campaign_B
ford500.com	Campaign_B
fordpatner.com	Campaign_B
foredi.info	Campaign_B
forevermark.co.il	Campaign_B
forex-finance.info	Campaign_B
forexinformation1.info	Campaign_B
forextrendlinestrategy.com	Campaign_B
forgottennomore.org	Campaign_B
forkhost.info	Campaign_B
formadv.info	Campaign_B
formidavel.org	Campaign_B
forsquer.com	Campaign_B
fortheloveofstuff.info	Campaign_B
fortnitereward.info	Campaign_B
forumalew.org	Campaign_B
forumche.org	Campaign_B
forumdna.org	Campaign_B
forumsbobet.info	Campaign_B
forumwarez.info	Campaign_B
foto4u.info	Campaign_B
fotocu.org	Campaign_B
fotohost.org	Campaign_B
fotomolduragratis.com	Campaign_B
fotopeak.com	Campaign_B
fotopix.info	Campaign_B
fotoway.info	Campaign_B
foucusedfitness.org	Campaign_B
fourquare.com	Campaign_B
fourseasonscreditunion.com	Campaign_B
fousquare.com	Campaign_B
foxdeporte.com	Campaign_B
foxit-software.com	Campaign_B
foxnewsboston.com	Campaign_B
foxsocersports.com	Campaign_B
foxspoprts.com	Campaign_B
frange.info	Campaign_B
franklypitas.com	Campaign_B
franksgunshop.com	Campaign_B
fraudalertequifax.com	Campaign_B
fraudalertsequifax.com	Campaign_B
freakscript.com	Campaign_B
frechel.info	Campaign_B
free6xxx.org	Campaign_B
freeasiantube.org	Campaign_B
freebikersulmona.info	Campaign_B
free-bird.info	Campaign_B
freecampingsites.net	Campaign_B
freecamwhore.info	Campaign_B
freecardgamesonline.org	Campaign_B
freecartoons.org	Campaign_B
freecharege.com	Campaign_B
freeclams.info	Campaign_B
freeclubpenguinmembership.com	Campaign_B
freedemy.net	Campaign_B
freedomdeliverance.org	Campaign_B
freeesound.org	Campaign_B
freefifa13coins.net	Campaign_B
freefilm.org	Campaign_B
freefirearmsfx.com	Campaign_B
free-form-studios.com	Campaign_B
freegood.info	Campaign_B
freegovernmentdollars.com	Campaign_B
freegum.org	Campaign_B
freejavascriptgames.info	Campaign_B
freelancemanga.com	Campaign_B
free-m3u.info	Campaign_B
freemakevideo.com	Campaign_B
freemspacman.com	Campaign_B
freenapstermusic.com	Campaign_B
freenet.info	Campaign_B
freeourgirlsblog.org	Campaign_B
freepatternsdonnascrochetdesign.com	Campaign_B
free-pokecoins.org	Campaign_B
freepornsearch.info	Campaign_B
freerive.com	Campaign_B
freesbmblog.info	Campaign_B
freeserver4sharing.info	Campaign_B
freesexy.org	Campaign_B
freesexyworld.com	Campaign_B
freeshadow.info	Campaign_B
freesoud.org	Campaign_B
freespotifypremium.org	Campaign_B
freethoughtproject.org	Campaign_B
free-video-cutter.org	Campaign_B
freewebtutorials.info	Campaign_B
freexvideo.org	Campaign_B
freexvideosth.info	Campaign_B
frelimewire.com	Campaign_B
frenchyspipes.com	Campaign_B
frerecharge.com	Campaign_B
freshswap.com	Campaign_B
freshwallpapers.info	Campaign_B
frivolousdressorder.com	Campaign_B
fromsoldiertofortune.info	Campaign_B
frostburgfirstcongregational.org	Campaign_B
fryetv.com	Campaign_B
frytolay.com	Campaign_B
fss24.org	Campaign_B
ftafiles.org	Campaign_B
ftbraggfcu.org	Campaign_B
ftce.org	Campaign_B
ftcsc.com	Campaign_B
ftvdb.com	Campaign_B
ftvpparadise.com	Campaign_B
fuckmummy.com	Campaign_B
fudata.info	Campaign_B
fulldiziizleyin.org	Campaign_B
fullertondogparkfoundation.org	Campaign_B
fullizle.com	Campaign_B
fumtica.org	Campaign_B
funan.info	Campaign_B
funghimara.com	Campaign_B
funny-like.com	Campaign_B
funnyyordie.com	Campaign_B
funordie.com	Campaign_B
funpix.org	Campaign_B
futbollive.net	Campaign_B
futurelean.com	Campaign_B
futureneed.info	Campaign_B
fuunyordie.com	Campaign_B
fuzk.net	Campaign_B
fviministries.org	Campaign_B
fx5.info	Campaign_B
fxaction.info	Campaign_B
fxgolf.com	Campaign_B
fxinspect-zero.info	Campaign_B
fxwl.info	Campaign_B
fyletikesmaxes.com	Campaign_B
g75v47q60.info	Campaign_B
gacaa.org	Campaign_B
gadpa.info	Campaign_B
gagner-iphone.net	Campaign_B
gallnet.info	Campaign_B
gam4free.com	Campaign_B
gamca.org	Campaign_B
game2mage.info	Campaign_B
gamebannernet.com	Campaign_B
gameboyadvance.info	Campaign_B
gamefugh.com	Campaign_B
gamenoed.com	Campaign_B
gameoke.info	Campaign_B
gameonlinegratis.com	Campaign_B
gamephysics.info	Campaign_B
games2boy.com	Campaign_B
gamescholl.com	Campaign_B
gameslovers.info	Campaign_B
gamesmew.com	Campaign_B
games-valley.com	Campaign_B
gamevisio.com	Campaign_B
gamma-tech.net	Campaign_B
gangbang-babette.com	Campaign_B
ganoll.com	Campaign_B
garantiephoenix.com	Campaign_B
gardencityjeep.com	Campaign_B
garganohotel.info	Campaign_B
gastro-clinic.co.il	Campaign_B
gastronomizirvesi.org	Campaign_B
gatassl.com	Campaign_B
gateraid.com	Campaign_B
gatomail.com	Campaign_B
gavsim.net	Campaign_B
gayasianmas.com	Campaign_B
gayboys.org	Campaign_B
gaydateconnectionnow.com	Campaign_B
gayhoola.com	Campaign_B
gaymaletube.org	Campaign_B
gay-torrent.org	Campaign_B
gbinsta.info	Campaign_B
gcfaridabad.org	Campaign_B
gdcdcovers.com	Campaign_B
gearsofwars2.com	Campaign_B
gedcgoa.org	Campaign_B
geekforgeeks.org	Campaign_B
geekwquad.com	Campaign_B
gelsifying.info	Campaign_B
geneant.org	Campaign_B
gentlemenspapattaya.com	Campaign_B
gerileblanc.com	Campaign_B
getdownloading.com	Campaign_B
getfreeinsur.info	Campaign_B
getpaidtocheat.com	Campaign_B
getsteamgift.org	Campaign_B
gettop.info	Campaign_B
getwetvidoes.com	Campaign_B
ghanamotoin.com	Campaign_B
ghange.org	Campaign_B
ghetto-theresienstadt.info	Campaign_B
ghfj.info	Campaign_B
giansagar.org	Campaign_B
giantgrocerylist.com	Campaign_B
gighoe.info	Campaign_B
gilobs.com	Campaign_B
gimpinfo.org	Campaign_B
giolk.com	Campaign_B
girlasgogames.com	Campaign_B
girlslucky.com	Campaign_B
glasswipe.com	Campaign_B
globe-amstaffs.com	Campaign_B
glockpost.com	Campaign_B
gluta.info	Campaign_B
gmautopartners.net	Campaign_B
go2scotland.info	Campaign_B
goaheraldnews.com	Campaign_B
goatsgalleries.com	Campaign_B
goatube.com	Campaign_B
gocomplare.com	Campaign_B
goldamerican.info	Campaign_B
gold-bride.com	Campaign_B
goldenpatriotcorp.com	Campaign_B
goldguidestone.com	Campaign_B
golfhr.info	Campaign_B
gomoviesfree.info	Campaign_B
goodeyeonline.com	Campaign_B
goodgamestudis.com	Campaign_B
goodyeardealer.com	Campaign_B
goodysclothing.com	Campaign_B
googlemapsd.com	Campaign_B
googlemerchant.com	Campaign_B
google-porn.com	Campaign_B
googleprank.com	Campaign_B
googlerive.com	Campaign_B
googletagservice.com	Campaign_B
googlrearth.com	Campaign_B
googolel.com	Campaign_B
goonlinepoker.info	Campaign_B
goquestions.org	Campaign_B
gordysgiftandgarden.com	Campaign_B
gorillalink.com	Campaign_B
gorodkazan.info	Campaign_B
gospelmissionresources.org	Campaign_B
gospongebob.com	Campaign_B
gotquetions.org	Campaign_B
goviralmybaby1.info	Campaign_B
grafein.org	Campaign_B
